EndDateTime,HighPX,LowPX,OpenPX,ClosePX,Volume,Bid,Ask,InstrumentId,BeginDateTime
1642630541002.3127,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630480995.8887
1642630600989.9456,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630600989.9453
1642630660990.382,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630600989.9453
1642630720999.3755,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630720999.3752
1642630780985.7656,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630720999.3752
1642630840984.9043,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630840984.9036
1642630900983.4568,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630840984.9036
1642630960978.2832,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630960978.2825
1642631040000,0.00015446,0.00015379,0.00015379,0.00015446,45319,0.0001515,0.00015446,40,1642630980000
1642631040000,0.00015446,0.00015379,0.00015379,0.00015446,45319,0.0001515,0.00015446,40,1642630980000
1642631080970.381,0.00015446,0.00015446,0.00015446,0.00015446,0,0.0001515,0.00015446,40,1642631080970.3809
1642631140983.1765,0.00015446,0.00015446,0.00015446,0.00015446,0,0.0001515,0.00015446,40,1642631080970.3809
1642631200981.5017,0.00015446,0.00015446,0.00015446,0.00015446,0,0.0001515,0.00015446,40,1642631200981.5012
1642631260964.433,0.00015446,0.00015446,0.00015446,0.00015446,0,0.0001515,0.00015446,40,1642631200981.5012
1642631400000,0.00015446,0.0001515,0.00015446,0.0001515,573000,0.0001515,0.0001545,40,1642631340000
1642631400000,0.00015446,0.0001515,0.00015446,0.0001515,573000,0.0001515,0.0001545,40,1642631340000
1642631380959.134,0.00015446,0.0001515,0.00015446,0.0001515,0,0.0001515,0.0001545,40,1642631340000
1642631440959.0964,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631440959.0957
1642631500955.4192,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631440959.0957
1642631560966.2476,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631560966.2473
1642631620949.1104,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631560966.2473
1642631680948.5623,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631680948.5615
1642631740945.2898,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631680948.5615
1642631800942.2595,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631800942.2588
1642631860940.7568,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631800942.2588
1642631920952.3315,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631920952.3308
1642631980950.5933,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642631920952.3308
1642632040948.0564,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642632040948.0552
1642632100930.6929,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642632040948.0552
1642632160928.9585,0.0001515,0.0001515,0.0001515,0.0001515,0,0.0001515,0.0001545,40,1642632160928.958
1642632300000,0.0001545,0.0001515,0.0001515,0.0001545,647249,0.0001515,0.0001545,40,1642632240000
1642632300000,0.0001545,0.0001515,0.0001515,0.0001545,647249,0.0001515,0.0001545,40,1642632240000
1642632280923.6067,0.0001545,0.0001515,0.0001515,0.0001545,0,0.0001515,0.0001545,40,1642632240000
1642632340933.428,0.0001545,0.0001545,0.0001545,0.0001545,0,0.0001515,0.0001545,40,1642632340933.4275
1642632400918.3284,0.0001545,0.0001545,0.0001545,0.0001545,0,0.0001515,0.0001545,40,1642632340933.4275
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,999,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,1998,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,2997,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,3996,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,4995,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,5994,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,6993,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,7992,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,8991,0.0001515,0.0001545,40,1642632480000
1642632540000,0.0001545,0.0001545,0.0001545,0.0001545,9990,0.0001515,0.0001545,40,1642632480000
